"","id","recclass","mass","fell_found","year","latitude","longitude","group","chondrite","type","lvl3","lvl4","lc_sample","weights"
"915",5306,"L3.7",1025,"Fell",1988,26.46667,-105.23333,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"4812.18",15495,"L5",2405,"Fell",1955,38.18333,15.56667,"L","Chondrite","Stony","Ordinary","L","0",1
"5370.19",18072,"H6",515,"Fell",1910,17.74333,120.45583,"H","Chondrite","Stony","Ordinary","H","0",1
"6246",23529,"L5",18600,"Fell",1904,44.05,-80.16667,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"5872.31",23128,"H6",56,"Fell",1973,33.48472,-117.6625,"H","Chondrite","Stony","Ordinary","H","0",1
"3271.2",7795,"H6",629,"Found",1987,26.86667,-105.23333,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"5830.2",23082,"L6",5500,"Fell",1841,46.95,-1.5,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"5549",22367,"H6",295,"Found",1974,-20.36667,130.11667,"H","Chondrite","Stony","Ordinary","H","13",0.0166285644122995
"4388.25",12286,"H4",135000,"Fell",1850,38.98333,141.61667,"H","Chondrite","Stony","Ordinary","H","0",1
"5343.1",18041,"Iron, IVA",30000,"Found",1919,-16.5,14,"Iron IVA","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"4689.28",14749,"Iron, IIIAB",20500,"Found",1885,17.9,-77.63333,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","0",1
"3536.2",10945,"L4",3628,"Found",1923,39.35,-101.66667,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"5360.1",18060,"L6",168400,"Found",1984,41.2,-103.68333,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"5579.2",22397,"Iron, IIIAB",549000,"Found",1909,-28.83333,21.13333,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"814",5193,"L6",3290,"Found",1910,-34.06667,139.75,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"4334.2",12226,"L5",26760,"Found",1981,34.67167,-101.815,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"6761.24",24154,"LL6",1932,"Fell",1876,46.15,32.83333,"LL","Chondrite","Stony","Ordinary","LL","0",1
"4338.1",12230,"K3",350,"Fell",1890,12.38333,78.51667,"Kakangari","Chondrite","Stony","Other","Kakangari grouplet","1",0.0294975764627465
"3406",10130,"H4",910,"Found",1979,-30.785,128.01667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"625.1",4982,"Iron, IIIAB",227000,"Found",1866,39.6,-105.3,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","1",0.0294975764627465
"4369",12264,"CK4",41730,"Fell",1930,-35.08333,139.91667,"CK","Chondrite","Stony","Carbonaceous","CV-CK","2",0.064345060252235
"6751.34",24144,"H6",2799,"Fell",1944,11.98333,79.75,"H","Chondrite","Stony","Ordinary","H","0",1
"5658.20",22613,"H5",103.3,"Found",1960,50.94,-96.99167,"H","Chondrite","Stony","Ordinary","H","0",1
"3451.1",10175,"L6",4700,"Found",1977,32.33333,-102.745,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"2137",6553,"L6",395,"Found",1986,29.59806,11.74167,"L","Chondrite","Stony","Ordinary","L","14",0.0286088486882495
"4530.17",12436,"L6",2750,"Found",1961,-37.75,140.3,"L","Chondrite","Stony","Ordinary","L","0",1
"5439.2",18799,"Aubrite",3393,"Fell",1933,55.5,66.08333,"Aubrite","Achondrite","Stony","Asteroidal",NA,"2",0.064345060252235
"3397.1",10121,"L4",26100,"Found",1957,33.50667,-97.65139,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"4767.22",15447,"L6",220,"Fell",1801,-20,57,"L","Chondrite","Stony","Ordinary","L","0",1
"4698",14758,"OC",861,"Found",1976,39.11667,-98.68333,"Chondrite","Chondrite","Stony",NA,NA,"2",0.064345060252235
"3228.3",7745,"H5",2270,"Fell",1865,52.55,-8.03333,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"5272",17938,"H5",50000,"Fell",1978,24.3,-102.13333,"H","Chondrite","Stony","Ordinary","H","13",0.0166285644122995
"5895.26",23172,"Iron, IIAB",162000,"Found",1883,41.76611,-8.58361,"Iron IIAB","Achondrite","Iron","Magmatic","Siderite","0",1
"4216.20",12084,"Iron, IIAB",40000,"Found",1976,55.608833,11.229167,"Iron IIAB","Achondrite","Iron","Magmatic","Siderite","0",1
"6726",24118,"L5",1700,"Fell",1966,13.46667,31.21667,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"5808.1",22777,"L6",55,"Found",1955,20,50,"L","Chondrite","Stony","Ordinary","L","14",0.0286088486882495
"459.32",470,"Iron, IAB-sHL",4100,"Found",1887,44.65,-87.46667,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","0",1
"4377.2",12273,"LL4",44300,"Found",1937,40.46667,-103.03333,"LL","Chondrite","Stony","Ordinary","LL","2",0.064345060252235
"3360",10073,"H5",19400,"Found",1936,36.33333,-104.05,"H","Chondrite","Stony","Ordinary","H","13",0.0166285644122995
"4334.3",12226,"L5",26760,"Found",1981,34.67167,-101.815,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"7946.24",45978,"Iron, ungrouped",8200,"Found",1981,-8.65,115.21667,"Iron","Achondrite","Iron",NA,NA,"0",1
"6696.28",24087,"L6",236,"Found",1920,44.01667,28.63333,"L","Chondrite","Stony","Ordinary","L","0",1
"446",457,"Iron, IVA",12280,"Found",1966,46.83333,-117.25,"Iron IVA","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"876.18",5261,"Iron, IVB",136000,"Found",1793,-33.5,26,"Iron IVB","Achondrite","Iron","Magmatic","Siderite","0",1
"4958.1",16854,"H3",235,"Found",1972,-30.85,127.53333,"H","Chondrite","Stony","Ordinary","H","14",0.0286088486882495
"3183",7652,"H6",166000,"Fell",1884,-7.5,111.5,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"645.1",5011,"LL4",3700,"Fell",1798,25.36667,82.91667,"LL","Chondrite","Stony","Ordinary","LL","1",0.0294975764627465
"5044.3",16949,"Iron, IIE-an",250000,"Found",1846,54.23333,35.15,"Iron IIE","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"3552.23",11179,"H6",40,"Found",1936,66,-120,"H","Chondrite","Stony","Ordinary","H","0",1
"4473.4",12374,"Iron",367,"Found",1973,20.38333,45.08333,"Iron","Achondrite","Iron",NA,NA,"2",0.064345060252235
"3494",10865,"H5",10000,"Found",1978,-24.5,115.18333,"H","Chondrite","Stony","Ordinary","H","14",0.0286088486882495
"6846.1",24230,"Iron, IIE-an",94200,"Found",1924,-32.26667,139.86667,"Iron IIE","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"4172.1",12031,"Iron, IIAB",14850,"Found",1989,-19.16667,-47.83333,"Iron IIAB","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"4751.31",15426,"Pallasite, PMG",45000,"Fell",1902,61.5,30.5,"Main Group","Achondrite","Stony-Iron","Pallasite",NA,"0",1
"6362",23649,"L6",1585,"Found",1937,39.83333,-99.01667,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"2203.1",6642,"L5",0.8,"Fell",1897,28.56667,77.25,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"4493.1",12396,"L6",45000,"Fell",1985,-31.23333,-58.16667,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"6807.1",24196,"L6",87500,"Found",1932,35.84083,-104.58583,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"1107.1",5512,"H6",30,"Found",1974,51.13889,-1.53611,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"5895.27",23172,"Iron, IIAB",162000,"Found",1883,41.76611,-8.58361,"Iron IIAB","Achondrite","Iron","Magmatic","Siderite","0",1
"5312.25",18001,"L4",1000,"Found",1916,26.68333,-80.8,"L","Chondrite","Stony","Ordinary","L","0",1
"705.1",5076,"LL6",67.8,"Fell",1938,40.48,-89.00417,"LL","Chondrite","Stony","Ordinary","LL","1",0.0294975764627465
"3219.17",7736,"L3-6",1900,"Fell",1951,42.45833,18.44167,"L","Chondrite","Stony","Ordinary","L","0",1
"3552.24",11179,"H6",40,"Found",1936,66,-120,"H","Chondrite","Stony","Ordinary","H","0",1
"4025.2",11877,"L6",32000,"Found",1909,-31.73333,146.4,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"3484.1",10860,"Iron, IIE",380,"Fell",1917,27.88333,68.53333,"Iron IIE","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"471.2",2284,"LL5",6000,"Fell",1977,35.27333,44.21556,"LL","Chondrite","Stony","Ordinary","LL","1",0.0294975764627465
"9026.2",54566,"Iron, IIIAB",25000,"Found",1979,33.45,-111.51667,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"421",431,"L6",4000,"Found",1961,40.15,-103.16667,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"749.19",5121,"L3",5460,"Fell",1969,54.56667,-6.33333,"L","Chondrite","Stony","Ordinary","L","0",1
"4767.23",15447,"L6",220,"Fell",1801,-20,57,"L","Chondrite","Stony","Ordinary","L","0",1
"5872.32",23128,"H6",56,"Fell",1973,33.48472,-117.6625,"H","Chondrite","Stony","Ordinary","H","0",1
"5445.1",18805,"LL5",4300,"Found",1868,-34.78333,144.66667,"LL","Chondrite","Stony","Ordinary","LL","2",0.064345060252235
"720.1",5091,"H5",1800,"Found",1968,33.65167,-103.70833,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"5008.27",16907,"H6",529,"Fell",1984,32.11667,121.8,"H","Chondrite","Stony","Ordinary","H","0",1
"3455.2",10179,"L6",108,"Found",1888,38.5,-100,"L","Chondrite","Stony","Ordinary","L","13",0.0166285644122995
"3585.2",11430,"Iron",20.5,"Found",1950,29.5,-98,"Iron","Achondrite","Iron",NA,NA,"2",0.064345060252235
"5527.23",18897,"L",66,"Found",1973,29.9,-112.68333,"L","Chondrite","Stony","Ordinary","L","0",1
"4805.1",15488,"H4",1417.5,"Found",1941,31.42611,-100.13333,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"3370.4",10083,"H6",5400,"Found",1970,36.55,-102.78333,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"5895.28",23172,"Iron, IIAB",162000,"Found",1883,41.76611,-8.58361,"Iron IIAB","Achondrite","Iron","Magmatic","Siderite","0",1
"5302.23",17989,"L6",6000,"Fell",1855,58.5,23,"L","Chondrite","Stony","Ordinary","L","0",1
"9701.25",56566,"Iron, IAB-ung",732,"Found",1979,42.318,-90.221,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","0",1
"5008.28",16907,"H6",529,"Fell",1984,32.11667,121.8,"H","Chondrite","Stony","Ordinary","H","0",1
"5519",18886,"H3/4",418,"Found",1949,53.7,79.5,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"7197.1",31283,"H5",860,"Found",1943,40.75833,-102.375,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"5895.29",23172,"Iron, IIAB",162000,"Found",1883,41.76611,-8.58361,"Iron IIAB","Achondrite","Iron","Magmatic","Siderite","0",1
"6377",23665,"Pallasite, PMG",11800,"Found",1919,32.18333,-97.8,"Main Group","Achondrite","Stony-Iron","Pallasite",NA,"1",0.0294975764627465
"5370.20",18072,"H6",515,"Fell",1910,17.74333,120.45583,"H","Chondrite","Stony","Ordinary","H","0",1
"4978.1",16875,"CM2",1e+05,"Fell",1969,-36.61667,145.2,"CM","Chondrite","Stony","Carbonaceous","CM-CO","1",0.0294975764627465
"9637.1",56473,"L6",271,"Found",1979,19.77472,55.6875,"L","Chondrite","Stony","Ordinary","L","14",0.0286088486882495
"3290.28",7815,"Iron, ungrouped",2405,"Found",1921,26.28333,34.25,"Iron","Achondrite","Iron",NA,NA,"0",1
"4031.19",11883,"H5",750,"Fell",1897,33.6,130.43333,"H","Chondrite","Stony","Ordinary","H","0",1
"3200.1",7713,"OC",1570,"Found",1970,33.92333,-103.35,"Chondrite","Chondrite","Stony",NA,NA,"2",0.064345060252235
"671.14",5039,"L6",100,"Fell",1893,20.83333,71.46667,"L","Chondrite","Stony","Ordinary","L","0",1
"6922",24338,"H4-an",281.7,"Found",1936,40.05,-102.2,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"4308.4",12197,"L6",10400,"Found",1937,37.55,-101.68333,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"6915.18",24330,"Iron, IAB-ung",48200,"Found",1953,42.34667,-90.1675,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","0",1
"4812.19",15495,"L5",2405,"Fell",1955,38.18333,15.56667,"L","Chondrite","Stony","Ordinary","L","0",1
"797.2",5174,"L6",1987,"Found",1971,35.33333,-99.15,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"522.1",2334,"Iron, IID-an",18100,"Found",1908,-23.33333,134.66667,"Iron IID","Achondrite","Iron","Magmatic","Siderite","13",0.0166285644122995
"4340.21",12232,"H4",950,"Fell",1951,-6.83333,29.5,"H","Chondrite","Stony","Ordinary","H","0",1
"4530.18",12436,"L6",2750,"Found",1961,-37.75,140.3,"L","Chondrite","Stony","Ordinary","L","0",1
"3460.17",10834,"Iron",367,"Found",1979,26,119,"Iron","Achondrite","Iron",NA,NA,"0",1
"4955.19",16851,"L",25.5,"Fell",1795,9.33333,80.83333,"L","Chondrite","Stony","Ordinary","L","0",1
"4651.19",14708,"L6",25,"Fell",1894,38,-0.83333,"L","Chondrite","Stony","Ordinary","L","0",1
"6753",24145,"L6",1004,"Fell",1903,44.86667,9.15,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"4530.19",12436,"L6",2750,"Found",1961,-37.75,140.3,"L","Chondrite","Stony","Ordinary","L","0",1
"959.5",5355,"Iron, IIIAB",3920,"Fell",1988,-10.05944,33.395,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"50",51,"L/LL6",134,"Found",1989,27.43333,3.71667,"LL","Chondrite","Stony","Ordinary","LL","14",0.0286088486882495
"6401",23713,"Eucrite-mmict",52000,"Fell",1808,49.28333,15.56667,"Eucrite","Achondrite","Stony","Asteroidal","H-E-D Vesta","1",0.0294975764627465
"1034",5432,"Iron, IAB-MG",19280,"Found",1874,-34.96667,148.125,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","2",0.064345060252235
"6765.15",24159,"Iron, IAB-ung",7700,"Found",1953,34.25,-119.3,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","0",1
"5729.1",22698,"H4/5",52.1,"Found",1969,34.08333,-103.61667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"5369",18070,"Iron, IVA",13630,"Found",1980,39.16667,-101.28333,"Iron IVA","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"4051.21",11904,"L5",2420,"Fell",1825,21.3,-157.86667,"L","Chondrite","Stony","Ordinary","L","0",1
"596.28",4944,"OC",367,"Fell",1704,41.36667,2.16667,"Chondrite","Chondrite","Stony",NA,NA,"0",1
"47.1",48,"H5",962,"Found",1989,27.53333,4,"H","Chondrite","Stony","Ordinary","H","14",0.0286088486882495
"4340.22",12232,"H4",950,"Fell",1951,-6.83333,29.5,"H","Chondrite","Stony","Ordinary","H","0",1
"4018.28",11870,"L3.7-6",6100,"Fell",1910,27.33333,35.66667,"L","Chondrite","Stony","Ordinary","L","0",1
"3594.4",11439,"H6",39000,"Fell",1892,38.73333,-6.01667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"5026",16928,"L6",44,"Found",1938,34.5,-102.25,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"6796.2",24184,"L5",430,"Found",1926,-35.01667,139.91667,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"4332.4",12224,"H4",3500,"Found",1966,34.67167,-101.815,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"5477.1",18839,"H5",34300,"Found",1964,33.28333,-102.76667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"4776.3",15456,"Iron, ungrouped",1.6e+07,"Found",1930,-9.11667,33.06667,"Iron","Achondrite","Iron",NA,NA,"2",0.064345060252235
"4051.22",11904,"L5",2420,"Fell",1825,21.3,-157.86667,"L","Chondrite","Stony","Ordinary","L","0",1
"6911.23",24325,"L6",25000,"Fell",1795,54.13667,-0.41333,"L","Chondrite","Stony","Ordinary","L","0",1
"3460.18",10834,"Iron",367,"Found",1979,26,119,"Iron","Achondrite","Iron",NA,NA,"0",1
"5895.30",23172,"Iron, IIAB",162000,"Found",1883,41.76611,-8.58361,"Iron IIAB","Achondrite","Iron","Magmatic","Siderite","0",1
"3290.29",7815,"Iron, ungrouped",2405,"Found",1921,26.28333,34.25,"Iron","Achondrite","Iron",NA,NA,"0",1
"6782",24169,"Eucrite-mmict",750,"Fell",1949,57.8,45.8,"Eucrite","Achondrite","Stony","Asteroidal","H-E-D Vesta","1",0.0294975764627465
"971.1",5370,"H5",26.8,"Found",1981,34.93611,-100.94167,"H","Chondrite","Stony","Ordinary","H","13",0.0166285644122995
"1074.18",5477,"L5",4255,"Fell",1902,54.61667,-6.21667,"L","Chondrite","Stony","Ordinary","L","0",1
"533.4",2346,"L6",1300,"Fell",1923,52.05,0.3,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"5438.1",18798,"L6",66000,"Fell",1933,56.63333,39.43333,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"9667.1",56503,"L4",19.32,"Found",1979,19.81167,56.50972,"L","Chondrite","Stony","Ordinary","L","14",0.0286088486882495
"3627",11472,"H3-6",9000,"Fell",1934,50.31667,3.73333,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"9332.1",55584,"Achondrite-ung",0.15,"Fell",1917,44.11667,27.26667,"Achondrite","Achondrite","Stony",NA,NA,"2",0.064345060252235
"6758.13",24150,"L6",4000,"Found",1962,61.05,26.83333,"L","Chondrite","Stony","Ordinary","L","0",1
"4352.21",12245,"H5",1630,"Fell",1908,-7,115.5,"H","Chondrite","Stony","Ordinary","H","0",1
"4541.1",12447,"L6",906,"Found",1989,-31.03333,138.2,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"4955.20",16851,"L",25.5,"Fell",1795,9.33333,80.83333,"L","Chondrite","Stony","Ordinary","L","0",1
"5829.4",23081,"L6",360,"Fell",1883,44.75,0.05,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"3194.3",7707,"H6",230,"Fell",1899,21.86667,82.45,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"7945.23",45977,"H5",17226,"Fell",1977,25.37,-97.37,"H","Chondrite","Stony","Ordinary","H","0",1
"643",5009,"OC",367,"Fell",1937,-32.33333,-64.86667,"Chondrite","Chondrite","Stony",NA,NA,"2",0.064345060252235
"6799",24187,"LL4-6",2437,"Fell",1906,23.1,87.43333,"LL","Chondrite","Stony","Ordinary","LL","1",0.0294975764627465
"691",5061,"LL6",11000,"Found",1958,38.30667,-99.71,"LL","Chondrite","Stony","Ordinary","LL","2",0.064345060252235
"6475.2",23795,"L6",10500,"Fell",1975,-7.75,112.76667,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"5379.28",18082,"H5",682,"Fell",1949,21.3,-157.78333,"H","Chondrite","Stony","Ordinary","H","0",1
"4949.17",16844,"L6",4610,"Found",1880,-34.1,18.46667,"L","Chondrite","Stony","Ordinary","L","0",1
"995.24",5396,"Pallasite, PES",320,"Found",1921,55.18333,-162.55,"Eagle Station Group","Achondrite","Stony-Iron","Pallasite",NA,"0",1
"4618",14660,"Iron, IIIAB?",10000,"Found",1959,-35.95,143.33333,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"3321.18",10028,"Mesosiderite",1200,"Found",1981,-57.78667,-90.79333,"Mesosiderite","Achondrite","Stony-Iron","Mesosiderite",NA,"0",1
"6813.2",24202,"L6",1300,"Found",1937,39.1,-98.83333,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"5312.26",18001,"L4",1000,"Found",1916,26.68333,-80.8,"L","Chondrite","Stony","Ordinary","L","0",1
"3385.3",10109,"H5",21360,"Found",1983,44.04833,-96.59167,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"3327.22",10035,"Iron, ungrouped",19000,"Found",1940,53.1,7.2,"Iron","Achondrite","Iron",NA,NA,"0",1
"4426.20",12328,"CM2",164,"Found",1968,64.45,27.56667,"CM","Chondrite","Stony","Carbonaceous","CM-CO","0",1
"2196.1",6635,"H5",9260,"Found",1977,-30.43333,-64.2,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"6696.29",24087,"L6",236,"Found",1920,44.01667,28.63333,"L","Chondrite","Stony","Ordinary","L","0",1
"3272.3",7796,"Iron?",367,"Found",1979,-29.43333,-66.83333,"Iron","Achondrite","Iron",NA,NA,"2",0.064345060252235
"973.24",5372,"H4",20,"Found",1986,12.5,-137.7,"H","Chondrite","Stony","Ordinary","H","0",1
"3335.30",10044,"L5",20000,"Fell",1889,1.16667,44.16667,"L","Chondrite","Stony","Ordinary","L","0",1
"550",4892,"OC",77,"Found",1964,40.51667,-103.26667,"Chondrite","Chondrite","Stony",NA,NA,"2",0.064345060252235
"882.1",5268,"L5",6.4,"Found",1966,-32.1,125.68333,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"3971.1",11819,"OC",2505,"Found",1972,34.59333,-101.99333,"Chondrite","Chondrite","Stony",NA,NA,"2",0.064345060252235
"4649.28",14705,"Iron, IIIAB",94800,"Found",1896,26.01667,-111.36667,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","0",1
"1016",5412,"H5",56.2,"Found",1986,-29.6,126.50667,"H","Chondrite","Stony","Ordinary","H","14",0.0286088486882495
"6177.1",23455,"L5",412,"Fell",1934,49.23333,17.56667,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"1074.19",5477,"L5",4255,"Fell",1902,54.61667,-6.21667,"L","Chondrite","Stony","Ordinary","L","0",1
"4751.32",15426,"Pallasite, PMG",45000,"Fell",1902,61.5,30.5,"Main Group","Achondrite","Stony-Iron","Pallasite",NA,"0",1
"3482.1",10860,"Iron, IIE",380,"Fell",1917,27.88333,68.53333,"Iron IIE","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"5527.24",18897,"L",66,"Found",1973,29.9,-112.68333,"L","Chondrite","Stony","Ordinary","L","0",1
"5020.23",16919,"LL6",375,"Found",1907,59.18333,12.21667,"LL","Chondrite","Stony","Ordinary","LL","0",1
"5649.3",22602,"OC",1900,"Fell",1980,31.25,-99.03333,"Chondrite","Chondrite","Stony",NA,NA,"2",0.064345060252235
"5550",22368,"H5",5000,"Fell",1957,-26.66667,-65.45,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"5379.29",18082,"H5",682,"Fell",1949,21.3,-157.78333,"H","Chondrite","Stony","Ordinary","H","0",1
"5784.1",22753,"L6",15,"Found",1969,34.21667,-103.55,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"9681.4",56517,"L6",36.7,"Found",1979,19.99694,56.32667,"L","Chondrite","Stony","Ordinary","L","14",0.0286088486882495
"4898.23",16754,"H4/5",7100,"Found",1925,-44.81667,171.13333,"H","Chondrite","Stony","Ordinary","H","0",1
"5312.27",18001,"L4",1000,"Found",1916,26.68333,-80.8,"L","Chondrite","Stony","Ordinary","L","0",1
"6751.35",24144,"H6",2799,"Fell",1944,11.98333,79.75,"H","Chondrite","Stony","Ordinary","H","0",1
"6241",23524,"L6",23400,"Found",1983,38.77083,-101.79833,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"3239.19",7758,"Mesosiderite-A1",188,"Fell",1933,-3,151,"Mesosiderite","Achondrite","Stony-Iron","Mesosiderite",NA,"0",1
"5410.26",18118,"Iron",12,"Fell",1922,38.13333,14.96667,"Iron","Achondrite","Iron",NA,NA,"0",1
"4216.21",12084,"Iron, IIAB",40000,"Found",1976,55.608833,11.229167,"Iron IIAB","Achondrite","Iron","Magmatic","Siderite","0",1
"5379.30",18082,"H5",682,"Fell",1949,21.3,-157.78333,"H","Chondrite","Stony","Ordinary","H","0",1
"6406.24",23720,"H3.6",430,"Found",1983,-21.19222,55.68639,"H","Chondrite","Stony","Ordinary","H","0",1
"4821.20",16633,"Iron",34,"Found",1960,44.75,-79.88333,"Iron","Achondrite","Iron",NA,NA,"0",1
"5909.19",23187,"H",695,"Fell",1688,34.71667,137.78333,"H","Chondrite","Stony","Ordinary","H","0",1
"997",5398,"Iron",18400,"Found",1923,37.26667,-99.33333,"Iron","Achondrite","Iron",NA,NA,"2",0.064345060252235
"5839.22",23091,"LL3.3",24.3,"Fell",1919,38.16667,-76.38333,"LL","Chondrite","Stony","Ordinary","LL","0",1
"973.25",5372,"H4",20,"Found",1986,12.5,-137.7,"H","Chondrite","Stony","Ordinary","H","0",1
"6424.28",23739,"H4/5",48000,"Found",1987,46.4,30.8,"H","Chondrite","Stony","Ordinary","H","0",1
"5399.1",18104,"L6",13000,"Found",1969,39.11,-100.36167,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"4388.26",12286,"H4",135000,"Fell",1850,38.98333,141.61667,"H","Chondrite","Stony","Ordinary","H","0",1
"459.33",470,"Iron, IAB-sHL",4100,"Found",1887,44.65,-87.46667,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","0",1
"5735",22704,"LL4",22.8,"Found",1971,34.08333,-103.5,"LL","Chondrite","Stony","Ordinary","LL","1",0.0294975764627465
"5312.28",18001,"L4",1000,"Found",1916,26.68333,-80.8,"L","Chondrite","Stony","Ordinary","L","0",1
"3239.20",7758,"Mesosiderite-A1",188,"Fell",1933,-3,151,"Mesosiderite","Achondrite","Stony-Iron","Mesosiderite",NA,"0",1
"656",5023,"H6",3880,"Fell",1943,-26.16667,28.41667,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"7763.2",44882,"L6",4162,"Fell",1984,12.85,11.03333,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"4530.20",12436,"L6",2750,"Found",1961,-37.75,140.3,"L","Chondrite","Stony","Ordinary","L","0",1
"4911",16773,"Iron, IIIAB",326000,"Found",1913,-22.5,116.16667,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"983.24",5382,"H3.5",277,"Found",1986,11.7,-137.8,"H","Chondrite","Stony","Ordinary","H","0",1
"6389.1",23680,"L5",4763,"Found",1971,34.26667,-101.25,"L","Chondrite","Stony","Ordinary","L","13",0.0166285644122995
"6761.25",24154,"LL6",1932,"Fell",1876,46.15,32.83333,"LL","Chondrite","Stony","Ordinary","LL","0",1
"4955.21",16851,"L",25.5,"Fell",1795,9.33333,80.83333,"L","Chondrite","Stony","Ordinary","L","0",1
"1107.2",5512,"H6",30,"Found",1974,51.13889,-1.53611,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"4051.23",11904,"L5",2420,"Fell",1825,21.3,-157.86667,"L","Chondrite","Stony","Ordinary","L","0",1
"766.1",5140,"Eucrite-pmict",219,"Fell",1933,52.13333,59.31667,"Eucrite","Achondrite","Stony","Asteroidal","H-E-D Vesta","2",0.064345060252235
"5009",16908,"H6",17000,"Fell",1928,19.25,77,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"1029",5427,"H4",1e+05,"Found",1989,-30.61667,130.41667,"H","Chondrite","Stony","Ordinary","H","14",0.0286088486882495
